id,article_id,article_published_at,abs_change_1day_after_pct,abs_change_1week_after_pct,consolidated_event_type,consolidated_factor_name,consolidated_event_tags,event_tag_category,factor_category,event_orientation,factor_orientation,evidence_level,evidence_source,market_regime,article_audience_split,event_trigger,market_perception_emotional_profile,market_perception_cognitive_biases,factor_magnitude,factor_movement,causal_certainty,article_source_credibility,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,market_perception_narrative_strength,ai_assessment_execution_risk,ai_assessment_competitive_risk,ai_assessment_business_impact_likelihood,ai_assessment_timeline_realism,ai_assessment_fundamental_strength,perception_gap_optimism_bias,perception_gap_risk_awareness,perception_gap_correction_potential,regime_alignment,reframing_potential,narrative_disruption,logical_directness,market_consensus_on_causality,article_author_credibility,article_publisher_credibility,article_time_lag_days,factor_effect_horizon_days,factor_about_time_days,event_tags
58f8d77a-c526-4271-8bcb-104f3d6a32d2,0fbe7455-d2e0-40c2-a519-93b0b5fe0781,2024-09-07T09:00:00+00:00,0.0,1.0908558725824258,product_launch,market_perception,,,Market Sentiment,predictive,predictive,implied,article_text,unknown,both,media_report,"['confidence', 'satisfaction']",['anchoring_bias'],0.008,1,0.7,0.5,0.4,0.2,-0.1,0.5,0.4,0.3,0.4,0.6,0.7,0.7,,0.6,0.4,0.3,0.5,0.2,0.7,0.7,0.1,0.7,,30,7,"['iOS 18', 'software_update', 'mobile_os']"
07b2f573-b35e-4c95-8313-b2dbc8d01201,0fbe7455-d2e0-40c2-a519-93b0b5fe0781,2024-09-07T09:00:00+00:00,0.0,1.0908558725824258,product_launch,production_capacity,,,Operational Metrics,predictive,predictive,implied,article_text,unknown,both,media_report,"['optimism', 'interest']","['confirmation_bias', 'optimism_bias']",0.01,1,0.8,0.5,0.7,0.5,-0.1,0.6,0.7,0.2,0.5,0.75,0.85,0.85,0.15,-0.2,0.3,0.3,0.6,0.1,0.8,0.8,0.1,0.7,,30,7,"['iPhone', 'AirPods', 'Apple Watch', 'hardware_launch']"
120236b8-aa01-48b3-a5a0-a6d1d4be7a06,0fbe7455-d2e0-40c2-a519-93b0b5fe0781,2024-09-07T09:00:00+00:00,0.0,1.0908558725824258,product_launch,product_innovation_rate,,,Strategic Factors,predictive,predictive,explicit,article_text,unknown,both,media_report,"['anticipation', 'excitement', 'optimism', 'interest']","['optimism_bias', 'herding_behavior']",0.01,1,1.0,0.5,0.8,0.6,-0.2,0.7,0.8,0.1,0.5,0.8,0.9,0.9,0.2,-0.3,0.4,0.2,0.7,0.1,1.0,1.0,0.1,0.7,,30,0,"['iPhone', 'AirPods', 'Apple Watch', 'hardware_launch']"
c3a65d00-1c4e-4d93-bde4-e9d432905d22,0fbe7455-d2e0-40c2-a519-93b0b5fe0781,2024-09-07T09:00:00+00:00,0.0,1.0908558725824258,product_launch,digital_engagement_level,,,Customer Dynamics,predictive,predictive,implied,article_text,unknown,both,media_report,"['anticipation', 'interest']",['confirmation_bias'],0.005,1,0.8,0.5,0.5,0.3,,0.6,0.5,0.2,0.3,0.7,0.8,0.8,0.1,0.7,0.3,0.2,0.6,0.1,0.8,0.7,0.1,0.7,,7,1,"['iOS 18', 'software_update', 'mobile_os']"
b17252ed-80a8-4725-8524-444d77229286,0fbe7455-d2e0-40c2-a519-93b0b5fe0781,2024-09-07T09:00:00+00:00,0.0,1.0908558725824258,product_launch,revenue_growth_rate,,,Financial Performance,predictive,predictive,model,model_inference,unknown,both,media_report,['interest'],['recency_bias'],0.01,1,0.6,0.5,0.3,0.2,-0.1,0.4,0.3,0.4,0.5,0.5,0.6,0.6,-0.1,0.5,0.5,0.2,0.4,0.3,0.6,0.6,0.1,0.7,,90,30,"['iOS 18', 'software_update', 'mobile_os']"
7faa74e1-3a45-4f17-acc5-b1a45c3e1545,0fbe7455-d2e0-40c2-a519-93b0b5fe0781,2024-09-07T09:00:00+00:00,0.0,1.0908558725824258,product_launch,operating_margin,,,Financial Performance,predictive,predictive,implied,model_inference,unknown,both,media_report,['confidence'],['confirmation_bias'],0.005,1,0.6,0.5,0.5,0.3,,0.4,0.5,0.4,0.6,0.6,0.7,0.7,0.05,-0.2,0.15,0.1,0.5,0.05,0.7,0.6,0.1,0.7,,60,30,"['iPhone', 'AirPods', 'Apple Watch', 'hardware_launch']"
8638b0d7-e536-4a9a-be7c-716096079ce3,0fbe7455-d2e0-40c2-a519-93b0b5fe0781,2024-09-07T09:00:00+00:00,0.0,1.0908558725824258,product_launch,revenue_growth_rate,,,Financial Performance,predictive,predictive,implied,model_inference,unknown,both,media_report,"['optimism', 'confidence']",['optimism_bias'],0.01,1,0.7,0.5,0.6,0.4,,0.5,0.6,0.3,0.5,0.7,0.8,0.8,0.1,-0.1,0.2,0.2,0.5,0.1,0.7,0.7,0.1,0.7,,60,30,"['iPhone', 'AirPods', 'Apple Watch', 'hardware_launch']"
6c9fff01-95f0-4b1e-b56a-a09278444533,0fbe7455-d2e0-40c2-a519-93b0b5fe0781,2024-09-07T09:00:00+00:00,0.0,1.0908558725824258,product_launch,market_perception,,,Market Sentiment,predictive,predictive,explicit,article_text,unknown,both,media_report,"['anticipation', 'interest', 'optimism']","['confirmation_bias', 'optimism_bias']",0.01,1,1.0,0.5,0.6,0.3,0.1,0.7,0.6,0.1,0.2,0.8,0.9,0.9,0.1,0.8,0.2,0.1,0.7,0.1,1.0,0.9,0.1,0.7,,14,0,"['iOS 18', 'software_update', 'mobile_os']"
ce36cf72-eb51-4027-bcc2-6795a0d7f42c,1e841c99-7082-4d9a-8991-7a1e82f2ead7,2024-09-21T14:00:12+00:00,0.0,-0.20610419224697374,product_launch,production_capacity,,,Operational Metrics,reflective,predictive,implied,article_text,unknown,retail,media_report,"['optimism', 'interest']",['confirmation_bias'],0.005,1,0.8,0.1,0.4,0.3,-0.1,0.6,0.7,0.2,0.4,0.7,0.8,0.7,0.1,0.6,0.3,0.2,0.6,0.1,0.8,0.8,0.1,0.3,,90,30,"['smartphone_accessories', 'cases', 'iPhone16', 'MagSafe']"
8f26be4e-d698-4639-9168-580d0aa16329,1e841c99-7082-4d9a-8991-7a1e82f2ead7,2024-09-21T14:00:12+00:00,0.0,-0.20610419224697374,product_launch,revenue_growth_rate,,,Financial Performance,reflective,predictive,implied,model_inference,unknown,retail,media_report,['interest'],['confirmation_bias'],0.007,1,0.7,0.1,0.3,0.2,,0.5,0.5,0.3,0.5,0.6,0.7,0.7,,0.5,0.2,0.1,0.5,0.1,0.7,0.7,0.1,0.3,,180,90,"['smartphone_accessories', 'cases', 'iPhone16', 'MagSafe']"
9c8f1197-ae40-4697-a686-977ab97b2206,1e841c99-7082-4d9a-8991-7a1e82f2ead7,2024-09-21T14:00:12+00:00,0.0,-0.20610419224697374,product_launch,product_innovation_rate,,,Strategic Factors,reflective,reflective,explicit,article_text,unknown,retail,media_report,"['interest', 'optimism']","['confirmation_bias', 'recency_bias']",0.01,1,1.0,0.1,0.3,0.2,-0.2,0.7,0.6,0.1,0.3,0.8,0.9,0.8,0.1,0.7,0.3,0.1,0.7,0.1,1.0,1.0,0.1,0.3,,0,0,"['smartphone_accessories', 'cases', 'iPhone16', 'MagSafe']"
50a21300-4ab1-4d13-b463-204f3c7869bf,1e841c99-7082-4d9a-8991-7a1e82f2ead7,2024-09-21T14:00:12+00:00,0.0,-0.20610419224697374,product_launch,operating_margin,,,Financial Performance,reflective,predictive,implied,model_inference,unknown,retail,media_report,['interest'],['confirmation_bias'],0.003,1,0.6,0.1,0.2,0.1,-0.1,0.4,0.4,0.3,0.5,0.5,0.7,0.6,,0.5,0.2,0.1,0.5,0.1,0.7,0.6,0.1,0.3,,180,90,"['smartphone_accessories', 'cases', 'iPhone16', 'MagSafe']"
f7feaccb-ff0a-43d1-b204-fccbdd9dd704,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,supply_availability,,,Operational Metrics,reflective,predictive,implied,article_text,unknown,retail,filing,['interest'],['confirmation_bias'],0.02,1,0.8,0.3,0.3,0.2,-0.1,0.4,0.4,0.3,0.4,0.75,0.7,0.75,0.1,0.6,0.4,0.3,0.4,0.1,0.7,0.7,0.3,0.5,45.0,365,270,"['investment', 'chip_manufacturing', 'AI_growth']"
5edcc854-e1db-4b74-81dc-f873dda1c782,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,investment_level,,,Investment & Capital,reflective,reflective,explicit,article_text,unknown,retail,filing,"['optimism', 'interest', 'confidence']","['confirmation_bias', 'herding_behavior']",0.01,1,1.0,0.3,0.7,0.5,-0.2,0.6,0.7,0.1,0.3,0.8,0.8,0.9,0.1,0.3,0.2,0.2,0.7,0.1,1.0,0.9,0.3,0.5,45.0,30,0,"['investment', 'chip_manufacturing', 'AI_growth']"
45bd7ffb-ca19-45ad-914a-8393b810c4cc,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,product_innovation_rate,,,Strategic Factors,reflective,predictive,implied,article_text,unknown,retail,filing,"['optimism', 'anticipation']",['optimism_bias'],0.02,1,0.7,0.3,0.5,0.6,0.2,0.5,0.6,0.3,0.4,0.7,0.7,0.85,0.1,-0.05,0.2,0.4,0.3,0.3,0.7,0.7,0.3,0.5,45.0,270,180,"['investment', 'chip_manufacturing', 'AI_growth']"
dd991d6d-062a-445f-969b-e350091c6be5,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,supply_availability,,,Operational Metrics,reflective,predictive,implied,article_text,unknown,retail,filing,"['confidence', 'interest']",['confirmation_bias'],0.015,1,0.85,0.3,0.5,0.4,,0.6,0.6,0.2,0.4,0.75,0.7,0.85,0.15,0.65,0.25,0.4,0.6,0.2,0.8,0.7,0.3,0.5,45.0,90,30,"['investment', 'chip_manufacturing', 'AI_growth']"
13a64b8d-0976-46d5-b23f-8a517a16d775,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,manufacturing_efficiency,,,Operational Metrics,reflective,predictive,implied,article_text,unknown,retail,filing,['interest'],['confirmation_bias'],0.015,1,0.85,0.3,0.4,0.3,,0.5,0.5,0.3,0.4,0.8,0.7,0.8,0.1,0.6,0.4,0.3,0.5,0.1,0.7,0.75,0.3,0.5,45.0,270,180,"['investment', 'chip_manufacturing', 'AI_growth']"
5b6412bf-5d93-4da1-a343-f3bc0765eb24,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,investment_level,,,Investment & Capital,reflective,reflective,explicit,article_text,unknown,retail,filing,"['optimism', 'interest', 'confidence']","['confirmation_bias', 'optimism_bias']",0.01,1,0.95,0.3,0.6,0.5,0.1,0.7,0.7,0.1,0.3,0.8,0.8,0.9,0.2,0.7,0.3,0.3,0.7,0.1,0.9,0.8,0.3,0.5,45.0,30,0,"['investment', 'chip_manufacturing', 'AI_growth']"
0b5d52bc-1af1-4b89-a90b-9f9a965eea97,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,revenue_growth_rate,,,Financial Performance,reflective,predictive,model,model_inference,unknown,retail,filing,"['optimism', 'interest']",['confirmation_bias'],0.015,1,0.7,0.3,0.4,0.3,,0.4,0.4,0.3,0.6,0.65,0.6,0.75,0.15,0.5,0.3,0.4,0.5,0.3,0.6,0.6,0.3,0.5,45.0,365,180,"['investment', 'chip_manufacturing', 'AI_growth']"
61d8c679-2114-4f95-bd03-fe258221d35a,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,supply_availability,,,Operational Metrics,reflective,predictive,implied,article_text,unknown,retail,filing,"['optimism', 'interest']",['availability_heuristic'],0.015,1,0.8,0.3,0.5,0.4,,0.5,0.6,0.2,0.4,0.7,0.7,0.85,0.1,-0.05,0.2,0.2,0.5,0.2,0.8,0.7,0.3,0.5,45.0,90,30,"['investment', 'chip_manufacturing', 'AI_growth']"
3a233f48-df08-4850-ba52-3f297d3feb1d,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,supply_availability,,,Operational Metrics,reflective,predictive,implied,article_text,unknown,retail,filing,"['interest', 'confidence']",['optimism_bias'],0.02,1,0.8,0.3,0.5,0.3,-0.1,0.5,0.5,0.3,0.5,0.7,0.7,0.8,0.2,0.6,0.3,0.5,0.5,0.3,0.7,0.7,0.3,0.5,45.0,180,90,"['investment', 'chip_manufacturing', 'AI_growth']"
057f9a30-5428-4914-9c85-de5269a25e8a,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,supply_availability,,,Operational Metrics,reflective,predictive,implied,article_text,unknown,retail,filing,"['confidence', 'interest']",['confirmation_bias'],0.015,1,0.8,0.3,0.6,0.4,-0.1,0.5,0.6,0.2,0.4,0.75,0.7,0.85,0.1,0.4,0.3,0.3,0.6,0.2,0.8,0.7,0.3,0.5,45.0,90,30,"['investment', 'chip_manufacturing', 'AI_growth']"
3a983081-e791-49a8-8f2b-97d52360dc7b,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,supply_availability,,,Operational Metrics,reflective,predictive,implied,article_text,unknown,retail,filing,"['interest', 'confidence']",['optimism_bias'],0.02,1,0.8,0.3,0.5,0.3,-0.1,0.5,0.5,0.3,0.5,0.7,0.7,0.8,0.2,0.6,0.3,0.5,0.5,0.3,0.7,0.7,0.3,0.5,45.0,180,90,"['investment', 'chip_manufacturing', 'AI_growth']"
1b00416e-32ee-4382-8ff3-a7171b5616c7,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,manufacturing_efficiency,,,Operational Metrics,reflective,predictive,implied,article_text,unknown,retail,filing,"['confidence', 'optimism']",['confirmation_bias'],0.02,1,0.7,0.3,0.6,0.5,0.1,0.6,0.7,0.3,0.5,0.75,0.7,0.9,0.15,-0.1,0.25,0.3,0.4,0.3,0.7,0.7,0.3,0.5,45.0,180,90,"['investment', 'chip_manufacturing', 'AI_growth']"
ddb2cb2d-ea60-400f-a6b2-0f7fad91e8fb,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,investment_level,,,Investment & Capital,reflective,reflective,explicit,article_text,unknown,retail,filing,"['interest', 'optimism', 'confidence']","['confirmation_bias', 'herding_behavior']",0.01,1,1.0,0.3,0.7,0.5,-0.2,0.6,0.7,0.1,0.2,0.9,0.8,0.9,0.1,0.8,0.3,0.1,0.7,0.1,1.0,0.9,0.3,0.5,45.0,30,0,"['investment', 'chip_manufacturing', 'AI_growth']"
55058254-845a-423e-b8a9-cfb11f87c7df,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,investment_level,,,Investment & Capital,reflective,reflective,explicit,article_text,unknown,retail,filing,"['interest', 'optimism', 'confidence']","['confirmation_bias', 'optimism_bias']",0.01,1,1.0,0.3,0.7,0.5,-0.2,0.6,0.7,0.1,0.3,0.8,0.8,0.9,0.2,-0.1,0.3,0.1,0.7,0.1,1.0,0.9,0.3,0.5,45.0,30,0,"['investment', 'chip_manufacturing', 'AI_growth']"
ae2f26b5-7bb6-4853-a0c3-0986cdf6a352,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,revenue_growth_rate,,,Financial Performance,reflective,predictive,model,model_inference,unknown,retail,filing,"['optimism', 'interest']",['confirmation_bias'],0.015,1,0.7,0.3,0.4,0.3,,0.4,0.4,0.3,0.6,0.65,0.6,0.75,0.15,0.5,0.3,0.4,0.5,0.3,0.6,0.6,0.3,0.5,45.0,365,180,"['investment', 'chip_manufacturing', 'AI_growth']"
e9876263-bbc3-4d2c-9fd6-e374d9c5a39d,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,supply_availability,,,Operational Metrics,reflective,predictive,implied,article_text,unknown,retail,filing,['interest'],['confirmation_bias'],0.02,1,0.8,0.3,0.3,0.2,-0.1,0.4,0.4,0.3,0.4,0.75,0.7,0.75,0.1,0.6,0.4,0.3,0.4,0.1,0.7,0.7,0.3,0.5,45.0,365,270,"['investment', 'chip_manufacturing', 'AI_growth']"
1b82ab2a-866c-46e6-a519-3419886c21a7,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,revenue_growth_rate,,,Financial Performance,reflective,predictive,implied,article_text,unknown,retail,filing,"['interest', 'optimism']",['confirmation_bias'],0.03,1,0.6,0.3,0.4,0.5,,0.5,0.5,0.4,0.5,0.6,0.6,0.8,0.1,-0.1,0.15,0.3,0.4,0.2,0.6,0.6,0.3,0.5,45.0,365,270,"['investment', 'chip_manufacturing', 'AI_growth']"
5b016722-e6b9-459e-b393-c84d7e33f842,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,market_perception,,,Market Sentiment,reflective,predictive,implied,article_text,unknown,retail,filing,"['interest', 'optimism']",['confirmation_bias'],0.01,1,0.9,0.3,0.5,0.4,-0.1,0.5,0.6,0.2,0.3,0.85,0.7,0.85,0.1,0.7,0.3,0.2,0.6,0.1,0.8,0.8,0.3,0.5,45.0,180,30,"['investment', 'chip_manufacturing', 'AI_growth']"
cdb066e4-e882-47fd-88e1-e5436ce1419e,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,market_perception,,,Market Sentiment,reflective,predictive,implied,article_text,unknown,retail,filing,"['interest', 'optimism']",['confirmation_bias'],0.01,1,0.9,0.3,0.5,0.4,-0.1,0.5,0.6,0.2,0.3,0.85,0.7,0.85,0.1,0.7,0.3,0.2,0.6,0.1,0.8,0.8,0.3,0.5,45.0,180,30,"['investment', 'chip_manufacturing', 'AI_growth']"
01909579-f88a-4694-abe5-037f0c58f1d8,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,supply_availability,,,Operational Metrics,reflective,predictive,implied,article_text,unknown,retail,filing,"['confidence', 'interest']",['confirmation_bias'],0.015,1,0.85,0.3,0.5,0.4,,0.6,0.6,0.2,0.4,0.75,0.7,0.85,0.15,0.65,0.25,0.4,0.6,0.2,0.8,0.7,0.3,0.5,45.0,90,30,"['investment', 'chip_manufacturing', 'AI_growth']"
9583e5c8-f676-46af-8cee-727812421f03,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,revenue_growth_rate,,,Financial Performance,reflective,predictive,model,model_inference,unknown,retail,filing,"['optimism', 'interest']",['confirmation_bias'],0.02,1,0.7,0.3,0.3,0.3,,0.3,0.4,0.4,0.5,0.7,0.6,0.7,0.2,0.5,0.3,0.2,0.5,0.2,0.6,0.6,0.3,0.5,45.0,365,365,"['investment', 'chip_manufacturing', 'AI_growth']"
4fc096f4-5a64-40d4-9c24-217682033a7c,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,investment_level,,,Investment & Capital,reflective,reflective,explicit,article_text,unknown,retail,filing,"['interest', 'optimism', 'confidence']","['confirmation_bias', 'herding_behavior']",0.01,1,1.0,0.3,0.7,0.5,-0.2,0.6,0.7,0.1,0.2,0.9,0.8,0.9,0.1,0.8,0.3,0.1,0.7,0.1,1.0,0.9,0.3,0.5,45.0,30,0,"['investment', 'chip_manufacturing', 'AI_growth']"
0d87b2d1-83cf-4e35-8cae-73b0681d4c47,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,supply_availability,,,Operational Metrics,reflective,predictive,implied,article_text,unknown,retail,filing,"['confidence', 'interest']",['confirmation_bias'],0.015,1,0.8,0.3,0.6,0.4,-0.1,0.5,0.6,0.2,0.4,0.75,0.7,0.85,0.1,0.4,0.3,0.3,0.6,0.2,0.8,0.7,0.3,0.5,45.0,90,30,"['investment', 'chip_manufacturing', 'AI_growth']"
a4ce16a2-3869-41cd-8222-39643188f0ba,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,revenue_growth_rate,,,Financial Performance,reflective,predictive,model,model_inference,unknown,retail,filing,"['optimism', 'interest']",['confirmation_bias'],0.02,1,0.7,0.3,0.3,0.3,,0.3,0.4,0.4,0.5,0.7,0.6,0.7,0.2,0.5,0.3,0.2,0.5,0.2,0.6,0.6,0.3,0.5,45.0,365,365,"['investment', 'chip_manufacturing', 'AI_growth']"
5e46a1c5-002f-458c-8b53-d70d1f2f5d1a,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,revenue_growth_rate,,,Financial Performance,reflective,predictive,model,model_inference,unknown,retail,filing,"['interest', 'optimism']",['confirmation_bias'],0.025,1,0.6,0.3,0.5,0.4,,0.5,0.5,0.4,0.5,0.6,0.6,0.7,0.1,0.4,0.3,0.3,0.4,0.3,0.6,0.6,0.3,0.5,45.0,365,180,"['investment', 'chip_manufacturing', 'AI_growth']"
64912d2f-39ae-40a1-8d17-371114827ad4,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,product_innovation_rate,,,Strategic Factors,reflective,predictive,implied,article_text,unknown,retail,filing,"['optimism', 'excitement', 'anticipation']","['optimism_bias', 'confirmation_bias']",0.02,1,0.7,0.3,0.7,0.6,0.1,0.6,0.7,0.3,0.5,0.7,0.6,0.8,0.2,0.3,0.3,0.4,0.5,0.3,0.7,0.7,0.3,0.5,45.0,180,90,"['investment', 'chip_manufacturing', 'AI_growth']"
110f7a67-d4d6-4820-bb19-d1f5d2b783cd,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,investment_level,,,Investment & Capital,reflective,reflective,explicit,article_text,unknown,retail,filing,"['optimism', 'interest', 'confidence']","['confirmation_bias', 'herding_behavior']",0.01,1,1.0,0.3,0.7,0.5,-0.2,0.6,0.7,0.1,0.3,0.8,0.8,0.9,0.1,0.3,0.2,0.2,0.7,0.1,1.0,0.9,0.3,0.5,45.0,30,0,"['investment', 'chip_manufacturing', 'AI_growth']"
c3545782-11a7-4a90-8719-b7e8c4011972,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,manufacturing_efficiency,,,Operational Metrics,reflective,predictive,implied,article_text,unknown,retail,filing,['interest'],['confirmation_bias'],0.015,1,0.85,0.3,0.4,0.3,,0.5,0.5,0.3,0.4,0.8,0.7,0.8,0.1,0.6,0.4,0.3,0.5,0.1,0.7,0.75,0.3,0.5,45.0,270,180,"['investment', 'chip_manufacturing', 'AI_growth']"
6712887d-9c41-41e2-b4f7-971edad631d1,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,revenue_growth_rate,,,Financial Performance,reflective,predictive,model,model_inference,unknown,retail,filing,"['interest', 'optimism']",['confirmation_bias'],0.025,1,0.6,0.3,0.5,0.4,,0.5,0.5,0.4,0.5,0.6,0.6,0.7,0.1,0.4,0.3,0.3,0.4,0.3,0.6,0.6,0.3,0.5,45.0,365,180,"['investment', 'chip_manufacturing', 'AI_growth']"
aa5b8df8-c868-4e39-9a4e-37870d72304a,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,product_innovation_rate,,,Strategic Factors,reflective,predictive,implied,article_text,unknown,retail,filing,"['optimism', 'excitement', 'anticipation']","['optimism_bias', 'confirmation_bias']",0.02,1,0.7,0.3,0.7,0.6,0.1,0.6,0.7,0.3,0.5,0.7,0.6,0.8,0.2,0.3,0.3,0.4,0.5,0.3,0.7,0.7,0.3,0.5,45.0,180,90,"['investment', 'chip_manufacturing', 'AI_growth']"
d1e13a8a-cf61-4a13-a2ed-808824bd3b37,3896ee8c-c4b5-4ccf-b80f-a470508acb3c,2025-02-22T12:03:00+00:00,0.0,-1.855166802278276,market_update,investment_level,,,Investment & Capital,reflective,reflective,explicit,article_text,unknown,retail,filing,"['optimism', 'interest', 'confidence']","['confirmation_bias', 'optimism_bias']",0.01,1,0.95,0.3,0.6,0.5,0.1,0.7,0.7,0.1,0.3,0.8,0.8,0.9,0.2,0.7,0.3,0.3,0.7,0.1,0.9,0.8,0.3,0.5,45.0,30,0,"['investment', 'chip_manufacturing', 'AI_growth']"
d5da15c9-7eff-426d-a3da-212191fe8b99,d26bbd4c-b9e4-43b1-8762-9c74dea56f52,2025-02-25T09:30:00+00:00,-0.14540167211923488,-3.873338987842806,market_update,production_capacity,,,Operational Metrics,reflective,predictive,implied,article_text,sideways,retail,media_report,"['optimism', 'confidence']",['confirmation_bias'],0.02,1,0.9,0.1,0.6,0.6,,0.7,0.7,0.2,0.4,0.85,0.8,0.85,0.1,0.7,0.3,0.2,0.4,0.1,0.8,0.8,0.1,0.5,,90,30,"['stock_performance', 'product_success', 'long_term_investment']"
b819ac50-9543-4e51-b02c-cae1d48c063a,d26bbd4c-b9e4-43b1-8762-9c74dea56f52,2025-02-25T09:30:00+00:00,-0.14540167211923488,-3.873338987842806,market_update,stock_price,,,Market Position,reflective,reflective,explicit,article_text,sideways,retail,media_report,"['optimism', 'confidence', 'interest']","['confirmation_bias', 'optimism_bias']",0.01,1,1.0,0.1,0.7,0.5,-0.1,0.7,0.8,0.1,0.3,0.9,1.0,0.9,0.1,0.8,0.2,0.1,0.3,0.1,1.0,0.9,0.1,0.5,,0,0,"['stock_performance', 'product_success', 'long_term_investment']"
85480191-9a29-48e9-b247-a5c55fbc17c8,d26bbd4c-b9e4-43b1-8762-9c74dea56f52,2025-02-25T09:30:00+00:00,-0.14540167211923488,-3.873338987842806,market_update,production_capacity,,,Operational Metrics,reflective,predictive,implied,article_text,sideways,retail,media_report,"['optimism', 'interest']",['confirmation_bias'],0.02,1,0.9,0.1,0.6,0.5,,0.7,0.7,0.2,0.4,0.85,0.9,0.85,0.1,0.7,0.3,0.2,0.4,0.1,0.8,0.8,0.1,0.5,,90,30,"['stock_performance', 'product_success', 'long_term_investment']"
